category,planet,house,key,title,keywords,short,summary
planet_in_house,moon,2,moon_house_2,달 in 2하우스,감정|안정|정서|가치,감정의 반응이 가치와 자원을 다루는 영역에서 두드러집니다.,달이 2하우스에 있으면 감정과 정서 반응은 가치와 자원을 다루는 영역에서 강하게 드러납니다. 무엇을 지키고 쌓을지 분명해질수록 안정감이 커집니다.
planet_in_house,moon,3,moon_house_3,달 in 3하우스,감정|안정|정서|소통,"감정의 반응이 소통과 학습, 일상의 영역에서 두드러집니다.","달이 3하우스에 있으면 감정과 정서 반응은 소통과 학습, 일상의 영역에서 강하게 드러납니다. 가볍게 주고받고 자주 움직일수록 흐름이 좋아집니다."
planet_in_house,moon,4,moon_house_4,달 in 4하우스,감정|안정|정서|가정,감정의 반응이 가정과 내적 기반의 영역에서 두드러집니다.,달이 4하우스에 있으면 감정과 정서 반응은 가정과 내적 기반의 영역에서 강하게 드러납니다. 밖의 성과보다 안쪽의 안정이 먼저 갖춰질 때 힘이 납니다.
planet_in_house,moon,5,moon_house_5,달 in 5하우스,감정|안정|정서|창조성,감정의 반응이 창조성과 즐거움의 영역에서 두드러집니다.,달이 5하우스에 있으면 감정과 정서 반응은 창조성과 즐거움의 영역에서 강하게 드러납니다. 재미와 몰입이 살아날수록 자기다움도 함께 선명해집니다.
planet_in_house,moon,6,moon_house_6,달 in 6하우스,감정|안정|정서|일상관리,감정의 반응이 일상 관리와 실무의 영역에서 두드러집니다.,달이 6하우스에 있으면 감정과 정서 반응은 일상 관리와 실무의 영역에서 강하게 드러납니다. 작은 루틴을 정돈할수록 전체 흐름이 안정됩니다.
planet_in_house,moon,7,moon_house_7,달 in 7하우스,감정|안정|정서|관계,감정의 반응이 관계와 협력의 영역에서 두드러집니다.,달이 7하우스에 있으면 감정과 정서 반응은 관계와 협력의 영역에서 강하게 드러납니다. 타인과의 조율 속에서 자신에게 필요한 기준도 선명해집니다.
planet_in_house,moon,8,moon_house_8,달 in 8하우스,감정|안정|정서|심층,감정의 반응이 깊은 교류와 변화의 영역에서 두드러집니다.,달이 8하우스에 있으면 감정과 정서 반응은 깊은 교류와 변화의 영역에서 강하게 드러납니다. 겉으로 넘기지 않고 깊이 다룰수록 전환의 힘이 생깁니다.
planet_in_house,moon,9,moon_house_9,달 in 9하우스,감정|안정|정서|확장,감정의 반응이 시야 확장과 배움의 영역에서 두드러집니다.,달이 9하우스에 있으면 감정과 정서 반응은 시야 확장과 배움의 영역에서 강하게 드러납니다. 멀리 보고 새로운 관점을 받아들일수록 길이 넓어집니다.
planet_in_house,moon,10,moon_house_10,달 in 10하우스,감정|안정|정서|커리어,감정의 반응이 사회적 역할과 목표의 영역에서 두드러집니다.,달이 10하우스에 있으면 감정과 정서 반응은 사회적 역할과 목표의 영역에서 강하게 드러납니다. 밖에서 맡은 책임을 다룰수록 방향감이 분명해집니다.
planet_in_house,moon,11,moon_house_11,달 in 11하우스,감정|안정|정서|네트워크,감정의 반응이 네트워크와 미래 비전의 영역에서 두드러집니다.,달이 11하우스에 있으면 감정과 정서 반응은 네트워크와 미래 비전의 영역에서 강하게 드러납니다. 같은 방향을 보는 사람들과 연결될수록 가능성이 커집니다.
planet_in_house,moon,12,moon_house_12,달 in 12하우스,감정|안정|정서|내면,감정의 반응이 내면 정리와 회복의 영역에서 두드러집니다.,달이 12하우스에 있으면 감정과 정서 반응은 내면 정리와 회복의 영역에서 강하게 드러납니다. 혼자 정리하고 쉬는 시간이 있어야 흐름이 다시 맑아집니다.
planet_in_house,mercury,1,mercury_house_1,수성 in 1하우스,사고|표현|소통|자기표현,사고와 표현이 자기표현과 존재감의 영역에서 두드러집니다.,수성이 1하우스에 있으면 사고와 표현 방식은 자기표현과 존재감의 영역에서 강하게 드러납니다. 스스로 나서고 직접 움직일 때 에너지가 가장 잘 살아납니다.
planet_in_house,mercury,2,mercury_house_2,수성 in 2하우스,사고|표현|소통|가치,사고와 표현이 가치와 자원을 다루는 영역에서 두드러집니다.,수성이 2하우스에 있으면 사고와 표현 방식은 가치와 자원을 다루는 영역에서 강하게 드러납니다. 무엇을 지키고 쌓을지 분명해질수록 안정감이 커집니다.
planet_in_house,mercury,3,mercury_house_3,수성 in 3하우스,사고|표현|소통|학습,"사고와 표현이 소통과 학습, 일상의 영역에서 두드러집니다.","수성이 3하우스에 있으면 사고와 표현 방식은 소통과 학습, 일상의 영역에서 강하게 드러납니다. 가볍게 주고받고 자주 움직일수록 흐름이 좋아집니다."
planet_in_house,mercury,4,mercury_house_4,수성 in 4하우스,사고|표현|소통|가정,사고와 표현이 가정과 내적 기반의 영역에서 두드러집니다.,수성이 4하우스에 있으면 사고와 표현 방식은 가정과 내적 기반의 영역에서 강하게 드러납니다. 밖의 성과보다 안쪽의 안정이 먼저 갖춰질 때 힘이 납니다.
planet_in_house,mercury,5,mercury_house_5,수성 in 5하우스,사고|표현|소통|창조성,사고와 표현이 창조성과 즐거움의 영역에서 두드러집니다.,수성이 5하우스에 있으면 사고와 표현 방식은 창조성과 즐거움의 영역에서 강하게 드러납니다. 재미와 몰입이 살아날수록 자기다움도 함께 선명해집니다.
planet_in_house,mercury,6,mercury_house_6,수성 in 6하우스,사고|표현|소통|일상관리,사고와 표현이 일상 관리와 실무의 영역에서 두드러집니다.,수성이 6하우스에 있으면 사고와 표현 방식은 일상 관리와 실무의 영역에서 강하게 드러납니다. 작은 루틴을 정돈할수록 전체 흐름이 안정됩니다.
planet_in_house,mercury,7,mercury_house_7,수성 in 7하우스,사고|표현|소통|관계,사고와 표현이 관계와 협력의 영역에서 두드러집니다.,수성이 7하우스에 있으면 사고와 표현 방식은 관계와 협력의 영역에서 강하게 드러납니다. 타인과의 조율 속에서 자신에게 필요한 기준도 선명해집니다.
planet_in_house,mercury,8,mercury_house_8,수성 in 8하우스,사고|표현|소통|심층,사고와 표현이 깊은 교류와 변화의 영역에서 두드러집니다.,수성이 8하우스에 있으면 사고와 표현 방식은 깊은 교류와 변화의 영역에서 강하게 드러납니다. 겉으로 넘기지 않고 깊이 다룰수록 전환의 힘이 생깁니다.
planet_in_house,mercury,9,mercury_house_9,수성 in 9하우스,사고|표현|소통|확장,사고와 표현이 시야 확장과 배움의 영역에서 두드러집니다.,수성이 9하우스에 있으면 사고와 표현 방식은 시야 확장과 배움의 영역에서 강하게 드러납니다. 멀리 보고 새로운 관점을 받아들일수록 길이 넓어집니다.
planet_in_house,mercury,10,mercury_house_10,수성 in 10하우스,사고|표현|소통|커리어,사고와 표현이 사회적 역할과 목표의 영역에서 두드러집니다.,수성이 10하우스에 있으면 사고와 표현 방식은 사회적 역할과 목표의 영역에서 강하게 드러납니다. 밖에서 맡은 책임을 다룰수록 방향감이 분명해집니다.
planet_in_house,mercury,11,mercury_house_11,수성 in 11하우스,사고|표현|소통|네트워크,사고와 표현이 네트워크와 미래 비전의 영역에서 두드러집니다.,수성이 11하우스에 있으면 사고와 표현 방식은 네트워크와 미래 비전의 영역에서 강하게 드러납니다. 같은 방향을 보는 사람들과 연결될수록 가능성이 커집니다.
planet_in_house,mercury,12,mercury_house_12,수성 in 12하우스,사고|표현|소통|내면,사고와 표현이 내면 정리와 회복의 영역에서 두드러집니다.,수성이 12하우스에 있으면 사고와 표현 방식은 내면 정리와 회복의 영역에서 강하게 드러납니다. 혼자 정리하고 쉬는 시간이 있어야 흐름이 다시 맑아집니다.
planet_in_house,venus,1,venus_house_1,금성 in 1하우스,관계|가치|매력|자기표현,관계와 가치 판단이 자기표현과 존재감의 영역에서 두드러집니다.,"금성이 1하우스에 있으면 관계와 가치, 끌림은 자기표현과 존재감의 영역에서 강하게 드러납니다. 스스로 나서고 직접 움직일 때 에너지가 가장 잘 살아납니다."
planet_in_house,venus,2,venus_house_2,금성 in 2하우스,관계|가치|매력|자원,관계와 가치 판단이 가치와 자원을 다루는 영역에서 두드러집니다.,"금성이 2하우스에 있으면 관계와 가치, 끌림은 가치와 자원을 다루는 영역에서 강하게 드러납니다. 무엇을 지키고 쌓을지 분명해질수록 안정감이 커집니다."
planet_in_house,venus,3,venus_house_3,금성 in 3하우스,관계|가치|매력|소통,"관계와 가치 판단이 소통과 학습, 일상의 영역에서 두드러집니다.","금성이 3하우스에 있으면 관계와 가치, 끌림은 소통과 학습, 일상의 영역에서 강하게 드러납니다. 가볍게 주고받고 자주 움직일수록 흐름이 좋아집니다."
planet_in_house,venus,4,venus_house_4,금성 in 4하우스,관계|가치|매력|가정,관계와 가치 판단이 가정과 내적 기반의 영역에서 두드러집니다.,"금성이 4하우스에 있으면 관계와 가치, 끌림은 가정과 내적 기반의 영역에서 강하게 드러납니다. 밖의 성과보다 안쪽의 안정이 먼저 갖춰질 때 힘이 납니다."
planet_in_house,venus,5,venus_house_5,금성 in 5하우스,관계|가치|매력|창조성,관계와 가치 판단이 창조성과 즐거움의 영역에서 두드러집니다.,"금성이 5하우스에 있으면 관계와 가치, 끌림은 창조성과 즐거움의 영역에서 강하게 드러납니다. 재미와 몰입이 살아날수록 자기다움도 함께 선명해집니다."
planet_in_house,venus,6,venus_house_6,금성 in 6하우스,관계|가치|매력|일상관리,관계와 가치 판단이 일상 관리와 실무의 영역에서 두드러집니다.,"금성이 6하우스에 있으면 관계와 가치, 끌림은 일상 관리와 실무의 영역에서 강하게 드러납니다. 작은 루틴을 정돈할수록 전체 흐름이 안정됩니다."
planet_in_house,venus,7,venus_house_7,금성 in 7하우스,관계|가치|매력|협력,관계와 가치 판단이 관계와 협력의 영역에서 두드러집니다.,"금성이 7하우스에 있으면 관계와 가치, 끌림은 관계와 협력의 영역에서 강하게 드러납니다. 타인과의 조율 속에서 자신에게 필요한 기준도 선명해집니다."
planet_in_house,venus,8,venus_house_8,금성 in 8하우스,관계|가치|매력|심층,관계와 가치 판단이 깊은 교류와 변화의 영역에서 두드러집니다.,"금성이 8하우스에 있으면 관계와 가치, 끌림은 깊은 교류와 변화의 영역에서 강하게 드러납니다. 겉으로 넘기지 않고 깊이 다룰수록 전환의 힘이 생깁니다."
planet_in_house,venus,9,venus_house_9,금성 in 9하우스,관계|가치|매력|확장,관계와 가치 판단이 시야 확장과 배움의 영역에서 두드러집니다.,"금성이 9하우스에 있으면 관계와 가치, 끌림은 시야 확장과 배움의 영역에서 강하게 드러납니다. 멀리 보고 새로운 관점을 받아들일수록 길이 넓어집니다."
planet_in_house,venus,10,venus_house_10,금성 in 10하우스,관계|가치|매력|커리어,관계와 가치 판단이 사회적 역할과 목표의 영역에서 두드러집니다.,"금성이 10하우스에 있으면 관계와 가치, 끌림은 사회적 역할과 목표의 영역에서 강하게 드러납니다. 밖에서 맡은 책임을 다룰수록 방향감이 분명해집니다."
planet_in_house,venus,11,venus_house_11,금성 in 11하우스,관계|가치|매력|네트워크,관계와 가치 판단이 네트워크와 미래 비전의 영역에서 두드러집니다.,"금성이 11하우스에 있으면 관계와 가치, 끌림은 네트워크와 미래 비전의 영역에서 강하게 드러납니다. 같은 방향을 보는 사람들과 연결될수록 가능성이 커집니다."
planet_in_house,venus,12,venus_house_12,금성 in 12하우스,관계|가치|매력|내면,관계와 가치 판단이 내면 정리와 회복의 영역에서 두드러집니다.,"금성이 12하우스에 있으면 관계와 가치, 끌림은 내면 정리와 회복의 영역에서 강하게 드러납니다. 혼자 정리하고 쉬는 시간이 있어야 흐름이 다시 맑아집니다."
planet_in_house,mars,1,mars_house_1,화성 in 1하우스,행동|추진력|결단|자기표현,행동과 추진력이 자기표현과 존재감의 영역에서 두드러집니다.,화성이 1하우스에 있으면 행동과 추진력은 자기표현과 존재감의 영역에서 강하게 드러납니다. 스스로 나서고 직접 움직일 때 에너지가 가장 잘 살아납니다.
planet_in_house,mars,2,mars_house_2,화성 in 2하우스,행동|추진력|결단|가치,행동과 추진력이 가치와 자원을 다루는 영역에서 두드러집니다.,화성이 2하우스에 있으면 행동과 추진력은 가치와 자원을 다루는 영역에서 강하게 드러납니다. 무엇을 지키고 쌓을지 분명해질수록 안정감이 커집니다.
planet_in_house,mars,3,mars_house_3,화성 in 3하우스,행동|추진력|결단|소통,"행동과 추진력이 소통과 학습, 일상의 영역에서 두드러집니다.","화성이 3하우스에 있으면 행동과 추진력은 소통과 학습, 일상의 영역에서 강하게 드러납니다. 가볍게 주고받고 자주 움직일수록 흐름이 좋아집니다."
planet_in_house,mars,4,mars_house_4,화성 in 4하우스,행동|추진력|결단|가정,행동과 추진력이 가정과 내적 기반의 영역에서 두드러집니다.,화성이 4하우스에 있으면 행동과 추진력은 가정과 내적 기반의 영역에서 강하게 드러납니다. 밖의 성과보다 안쪽의 안정이 먼저 갖춰질 때 힘이 납니다.
planet_in_house,mars,5,mars_house_5,화성 in 5하우스,행동|추진력|결단|창조성,행동과 추진력이 창조성과 즐거움의 영역에서 두드러집니다.,화성이 5하우스에 있으면 행동과 추진력은 창조성과 즐거움의 영역에서 강하게 드러납니다. 재미와 몰입이 살아날수록 자기다움도 함께 선명해집니다.
planet_in_house,mars,6,mars_house_6,화성 in 6하우스,행동|추진력|결단|일상관리,행동과 추진력이 일상 관리와 실무의 영역에서 두드러집니다.,화성이 6하우스에 있으면 행동과 추진력은 일상 관리와 실무의 영역에서 강하게 드러납니다. 작은 루틴을 정돈할수록 전체 흐름이 안정됩니다.
planet_in_house,mars,7,mars_house_7,화성 in 7하우스,행동|추진력|결단|관계,행동과 추진력이 관계와 협력의 영역에서 두드러집니다.,화성이 7하우스에 있으면 행동과 추진력은 관계와 협력의 영역에서 강하게 드러납니다. 타인과의 조율 속에서 자신에게 필요한 기준도 선명해집니다.
planet_in_house,mars,8,mars_house_8,화성 in 8하우스,행동|추진력|결단|심층,행동과 추진력이 깊은 교류와 변화의 영역에서 두드러집니다.,화성이 8하우스에 있으면 행동과 추진력은 깊은 교류와 변화의 영역에서 강하게 드러납니다. 겉으로 넘기지 않고 깊이 다룰수록 전환의 힘이 생깁니다.
planet_in_house,mars,9,mars_house_9,화성 in 9하우스,행동|추진력|결단|확장,행동과 추진력이 시야 확장과 배움의 영역에서 두드러집니다.,화성이 9하우스에 있으면 행동과 추진력은 시야 확장과 배움의 영역에서 강하게 드러납니다. 멀리 보고 새로운 관점을 받아들일수록 길이 넓어집니다.
planet_in_house,mars,10,mars_house_10,화성 in 10하우스,행동|추진력|결단|커리어,행동과 추진력이 사회적 역할과 목표의 영역에서 두드러집니다.,화성이 10하우스에 있으면 행동과 추진력은 사회적 역할과 목표의 영역에서 강하게 드러납니다. 밖에서 맡은 책임을 다룰수록 방향감이 분명해집니다.
planet_in_house,mars,11,mars_house_11,화성 in 11하우스,행동|추진력|결단|네트워크,행동과 추진력이 네트워크와 미래 비전의 영역에서 두드러집니다.,화성이 11하우스에 있으면 행동과 추진력은 네트워크와 미래 비전의 영역에서 강하게 드러납니다. 같은 방향을 보는 사람들과 연결될수록 가능성이 커집니다.
planet_in_house,mars,12,mars_house_12,화성 in 12하우스,행동|추진력|결단|내면,행동과 추진력이 내면 정리와 회복의 영역에서 두드러집니다.,화성이 12하우스에 있으면 행동과 추진력은 내면 정리와 회복의 영역에서 강하게 드러납니다. 혼자 정리하고 쉬는 시간이 있어야 흐름이 다시 맑아집니다.
planet_in_house,jupiter,1,jupiter_house_1,목성 in 1하우스,확장|기회|신념|자기표현,확장과 믿음이 자기표현과 존재감의 영역에서 두드러집니다.,"목성이 1하우스에 있으면 확장과 기회, 믿음은 자기표현과 존재감의 영역에서 강하게 드러납니다. 스스로 나서고 직접 움직일 때 에너지가 가장 잘 살아납니다."
planet_in_house,jupiter,2,jupiter_house_2,목성 in 2하우스,확장|기회|신념|가치,확장과 믿음이 가치와 자원을 다루는 영역에서 두드러집니다.,"목성이 2하우스에 있으면 확장과 기회, 믿음은 가치와 자원을 다루는 영역에서 강하게 드러납니다. 무엇을 지키고 쌓을지 분명해질수록 안정감이 커집니다."
planet_in_house,jupiter,3,jupiter_house_3,목성 in 3하우스,확장|기회|신념|소통,"확장과 믿음이 소통과 학습, 일상의 영역에서 두드러집니다.","목성이 3하우스에 있으면 확장과 기회, 믿음은 소통과 학습, 일상의 영역에서 강하게 드러납니다. 가볍게 주고받고 자주 움직일수록 흐름이 좋아집니다."
planet_in_house,jupiter,4,jupiter_house_4,목성 in 4하우스,확장|기회|신념|가정,확장과 믿음이 가정과 내적 기반의 영역에서 두드러집니다.,"목성이 4하우스에 있으면 확장과 기회, 믿음은 가정과 내적 기반의 영역에서 강하게 드러납니다. 밖의 성과보다 안쪽의 안정이 먼저 갖춰질 때 힘이 납니다."
planet_in_house,jupiter,5,jupiter_house_5,목성 in 5하우스,확장|기회|신념|창조성,확장과 믿음이 창조성과 즐거움의 영역에서 두드러집니다.,"목성이 5하우스에 있으면 확장과 기회, 믿음은 창조성과 즐거움의 영역에서 강하게 드러납니다. 재미와 몰입이 살아날수록 자기다움도 함께 선명해집니다."
planet_in_house,jupiter,6,jupiter_house_6,목성 in 6하우스,확장|기회|신념|일상관리,확장과 믿음이 일상 관리와 실무의 영역에서 두드러집니다.,"목성이 6하우스에 있으면 확장과 기회, 믿음은 일상 관리와 실무의 영역에서 강하게 드러납니다. 작은 루틴을 정돈할수록 전체 흐름이 안정됩니다."
planet_in_house,jupiter,7,jupiter_house_7,목성 in 7하우스,확장|기회|신념|관계,확장과 믿음이 관계와 협력의 영역에서 두드러집니다.,"목성이 7하우스에 있으면 확장과 기회, 믿음은 관계와 협력의 영역에서 강하게 드러납니다. 타인과의 조율 속에서 자신에게 필요한 기준도 선명해집니다."
planet_in_house,jupiter,8,jupiter_house_8,목성 in 8하우스,확장|기회|신념|심층,확장과 믿음이 깊은 교류와 변화의 영역에서 두드러집니다.,"목성이 8하우스에 있으면 확장과 기회, 믿음은 깊은 교류와 변화의 영역에서 강하게 드러납니다. 겉으로 넘기지 않고 깊이 다룰수록 전환의 힘이 생깁니다."
planet_in_house,jupiter,9,jupiter_house_9,목성 in 9하우스,확장|기회|신념|철학,확장과 믿음이 시야 확장과 배움의 영역에서 두드러집니다.,"목성이 9하우스에 있으면 확장과 기회, 믿음은 시야 확장과 배움의 영역에서 강하게 드러납니다. 멀리 보고 새로운 관점을 받아들일수록 길이 넓어집니다."
planet_in_house,jupiter,10,jupiter_house_10,목성 in 10하우스,확장|기회|신념|커리어,확장과 믿음이 사회적 역할과 목표의 영역에서 두드러집니다.,"목성이 10하우스에 있으면 확장과 기회, 믿음은 사회적 역할과 목표의 영역에서 강하게 드러납니다. 밖에서 맡은 책임을 다룰수록 방향감이 분명해집니다."
planet_in_house,jupiter,11,jupiter_house_11,목성 in 11하우스,확장|기회|신념|네트워크,확장과 믿음이 네트워크와 미래 비전의 영역에서 두드러집니다.,"목성이 11하우스에 있으면 확장과 기회, 믿음은 네트워크와 미래 비전의 영역에서 강하게 드러납니다. 같은 방향을 보는 사람들과 연결될수록 가능성이 커집니다."
planet_in_house,jupiter,12,jupiter_house_12,목성 in 12하우스,확장|기회|신념|내면,확장과 믿음이 내면 정리와 회복의 영역에서 두드러집니다.,"목성이 12하우스에 있으면 확장과 기회, 믿음은 내면 정리와 회복의 영역에서 강하게 드러납니다. 혼자 정리하고 쉬는 시간이 있어야 흐름이 다시 맑아집니다."
planet_in_house,saturn,1,saturn_house_1,토성 in 1하우스,책임|기준|구조|자기표현,책임감과 기준이 자기표현과 존재감의 영역에서 두드러집니다.,"토성이 1하우스에 있으면 구조와 책임, 제한은 자기표현과 존재감의 영역에서 강하게 드러납니다. 스스로 나서고 직접 움직일 때 에너지가 가장 잘 살아납니다."
planet_in_house,saturn,2,saturn_house_2,토성 in 2하우스,책임|기준|구조|가치,책임감과 기준이 가치와 자원을 다루는 영역에서 두드러집니다.,"토성이 2하우스에 있으면 구조와 책임, 제한은 가치와 자원을 다루는 영역에서 강하게 드러납니다. 무엇을 지키고 쌓을지 분명해질수록 안정감이 커집니다."
planet_in_house,saturn,3,saturn_house_3,토성 in 3하우스,책임|기준|구조|소통,"책임감과 기준이 소통과 학습, 일상의 영역에서 두드러집니다.","토성이 3하우스에 있으면 구조와 책임, 제한은 소통과 학습, 일상의 영역에서 강하게 드러납니다. 가볍게 주고받고 자주 움직일수록 흐름이 좋아집니다."
planet_in_house,saturn,4,saturn_house_4,토성 in 4하우스,책임|기준|구조|가정,책임감과 기준이 가정과 내적 기반의 영역에서 두드러집니다.,"토성이 4하우스에 있으면 구조와 책임, 제한은 가정과 내적 기반의 영역에서 강하게 드러납니다. 밖의 성과보다 안쪽의 안정이 먼저 갖춰질 때 힘이 납니다."
planet_in_house,saturn,5,saturn_house_5,토성 in 5하우스,책임|기준|구조|창조성,책임감과 기준이 창조성과 즐거움의 영역에서 두드러집니다.,"토성이 5하우스에 있으면 구조와 책임, 제한은 창조성과 즐거움의 영역에서 강하게 드러납니다. 재미와 몰입이 살아날수록 자기다움도 함께 선명해집니다."
planet_in_house,saturn,6,saturn_house_6,토성 in 6하우스,책임|기준|구조|일상관리,책임감과 기준이 일상 관리와 실무의 영역에서 두드러집니다.,"토성이 6하우스에 있으면 구조와 책임, 제한은 일상 관리와 실무의 영역에서 강하게 드러납니다. 작은 루틴을 정돈할수록 전체 흐름이 안정됩니다."
planet_in_house,saturn,7,saturn_house_7,토성 in 7하우스,책임|기준|구조|관계,책임감과 기준이 관계와 협력의 영역에서 두드러집니다.,"토성이 7하우스에 있으면 구조와 책임, 제한은 관계와 협력의 영역에서 강하게 드러납니다. 타인과의 조율 속에서 자신에게 필요한 기준도 선명해집니다."
planet_in_house,saturn,8,saturn_house_8,토성 in 8하우스,책임|기준|구조|심층,책임감과 기준이 깊은 교류와 변화의 영역에서 두드러집니다.,"토성이 8하우스에 있으면 구조와 책임, 제한은 깊은 교류와 변화의 영역에서 강하게 드러납니다. 겉으로 넘기지 않고 깊이 다룰수록 전환의 힘이 생깁니다."
planet_in_house,saturn,9,saturn_house_9,토성 in 9하우스,책임|기준|구조|확장,책임감과 기준이 시야 확장과 배움의 영역에서 두드러집니다.,"토성이 9하우스에 있으면 구조와 책임, 제한은 시야 확장과 배움의 영역에서 강하게 드러납니다. 멀리 보고 새로운 관점을 받아들일수록 길이 넓어집니다."
planet_in_house,saturn,10,saturn_house_10,토성 in 10하우스,책임|기준|구조|커리어,책임감과 기준이 사회적 역할과 목표의 영역에서 두드러집니다.,"토성이 10하우스에 있으면 구조와 책임, 제한은 사회적 역할과 목표의 영역에서 강하게 드러납니다. 밖에서 맡은 책임을 다룰수록 방향감이 분명해집니다."
planet_in_house,saturn,11,saturn_house_11,토성 in 11하우스,책임|기준|구조|네트워크,책임감과 기준이 네트워크와 미래 비전의 영역에서 두드러집니다.,"토성이 11하우스에 있으면 구조와 책임, 제한은 네트워크와 미래 비전의 영역에서 강하게 드러납니다. 같은 방향을 보는 사람들과 연결될수록 가능성이 커집니다."
planet_in_house,saturn,12,saturn_house_12,토성 in 12하우스,책임|기준|구조|내면,책임감과 기준이 내면 정리와 회복의 영역에서 두드러집니다.,"토성이 12하우스에 있으면 구조와 책임, 제한은 내면 정리와 회복의 영역에서 강하게 드러납니다. 혼자 정리하고 쉬는 시간이 있어야 흐름이 다시 맑아집니다."
planet_in_house,uranus,1,uranus_house_1,천왕성 in 1하우스,변화|독립|각성|자기표현,변화 욕구와 독립성이 자기표현과 존재감의 영역에서 두드러집니다.,"천왕성이 1하우스에 있으면 변화와 각성, 탈피은 자기표현과 존재감의 영역에서 강하게 드러납니다. 스스로 나서고 직접 움직일 때 에너지가 가장 잘 살아납니다."
